cell_sig	resource_meta	P1: Classical Greek (500–360 BCE)	P2: Late Classical (354–165 BCE)	P3: Hellenistic & Roman (165 BCE – 205 CE)	trajectory	n_periods_observed	net_drift_p1_to_p3
Male/*/Free/*/*/*	Right to freedom of movement	0	-1	0	0−0	1	0
Male/*/Free/*/*/*	Right to inherit property	6	0	0	+00	1	-6
Male/*/Free/*/*/High	Access to public honors	0	0	1	00+	1	1
Male/*/Free/*/*/High	Eligibility for public office	1	1	0	++0	2	-1
Male/*/Free/*/*/High	Exemption from compulsory public financing	0	0	-1	00−	1	-1
Male/*/Free/*/*/High	Right to retain own earnings	-1	0	0	−00	1	1
Male/*/Free/Foreign/*/*	Political power	0	0	1	00+	1	1
Male/*/Free/Native/*/High	Eligibility for public office	0	0	1	00+	1	1
Male/*/Free/Native/*/High	Right to marry	0	0	1	00+	1	1
Male/*/Free/Native/Resident/*	Right to vote in the Ekklesia	0	0	2	00+	1	2
Male/Adult/*/*/*/*	Eligibility for public office	2	-1	0	+−0	2	-2
Male/Adult/*/*/*/*	Exemption from taxes	0	1	0	0+0	1	0
Male/Adult/*/*/*/*	Political power	0	0	1	00+	1	1
Male/Adult/*/*/*/*	Protection from capital punishment	0	-1	0	0−0	1	0
Male/Adult/*/*/*/*	Protection from public libel	0	1	0	0+0	1	0
Male/Adult/*/*/*/*	Right to adopt	-1	0	0	−00	1	1
Male/Adult/*/*/*/*	Right to bodily autonomy	-1	0	0	−00	1	1
Male/Adult/*/*/*/*	Right to citizenship	0	0	-1	00−	1	-1
Male/Adult/*/*/*/*	Right to dispose of property	0	-1	0	0−0	1	0
Male/Adult/*/*/*/*	Right to remuneration for office	0	1	0	0+0	1	0
Male/Adult/*/*/*/High	Right to address the assembly	0	-1	0	0−0	1	0
Male/Adult/*/*/Non resident/High	Right to own property	-1	0	0	−00	1	1
Male/Adult/*/*/Non resident/High	Right to retain property	1	0	0	+00	1	-1
Male/Adult/*/*/Resident/*	Exemption from manual labor	0	-1	0	0−0	1	0
Male/Adult/*/Foreign/*/*	Protection from capital punishment	1	0	0	+00	1	-1
Male/Adult/Free/*/*/*	Access to religious rites	0	-1	0	0−0	1	0
Male/Adult/Free/*/*/*	Eligibility for public office	0	-1	0	0−0	1	0
Male/Adult/Free/*/*/*	Exemption from compulsory public financing	0	0	-1	00−	1	-1
Male/Adult/Free/*/*/*	Exemption from legal audit	0	0	0	000	0	0
Male/Adult/Free/*/*/*	Political power	1	0	2	+0+	2	1
Male/Adult/Free/*/*/*	Protection from capital punishment	1	0	-1	+0−	2	-2
Male/Adult/Free/*/*/*	Protection from enslavement	0	0	1	00+	1	1
Male/Adult/Free/*/*/*	Right to bodily autonomy	1	0	0	+00	1	-1
Male/Adult/Free/*/*/*	Right to burial	-1	1	0	−+0	2	1
Male/Adult/Free/*/*/*	Right to freedom of movement	0	0	-1	00−	1	-1
Male/Adult/Free/*/*/*	Right to inherit property	0	1	0	0+0	1	0
Male/Adult/Free/*/*/*	Right to own land	-1	0	0	−00	1	1
Male/Adult/Free/*/*/*	Right to retain own earnings	0	0	1	00+	1	1
Male/Adult/Free/*/*/*	Right to retain property	0	1	0	0+0	1	0
Male/Adult/Free/*/*/High	Eligibility for public office	0	0	1	00+	1	1
Male/Adult/Free/*/*/High	Exemption from compulsory public financing	-2	-1	-1	−−−	3	1
Male/Adult/Free/*/*/High	Exemption from taxes	0	0	-1	00−	1	-1
Male/Adult/Free/*/*/High	Right to retain property	-1	0	0	−00	1	1
Male/Adult/Free/*/*/Low	Right to retain property	0	-1	0	0−0	1	0
Male/Adult/Free/*/Resident/*	Access to religious rites	0	0	-1	00−	1	-1
Male/Adult/Free/*/Resident/*	Right to address the assembly	0	1	0	0+0	1	0
Male/Adult/Free/*/Resident/*	Right to vote in the Ekklesia	0	1	0	0+0	1	0
Male/Adult/Free/Foreign/*/*	Exemption from taxes	0	1	0	0+0	1	0
Male/Adult/Free/Native/*/*	Eligibility for public office	0	0	4	00+	1	4
Male/Adult/Free/Native/*/*	Right to dispose of property	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/*	Eligibility for public office	0	1	0	0+0	1	0
Male/Elder/*/*/*/*	Exemption from compulsory public financing	0	-1	0	0−0	1	0
Male/Elder/*/*/*/*	Political power	1	0	0	+00	1	-1
Male/Elder/*/*/*/*	Right to retain property	0	0	1	00+	1	1
Male/Elder/*/Native/*/*	Access to public honors	0	0	1	00+	1	1
Male/Elder/Free/*/*/*	Eligibility for public office	0	1	0	0+0	1	0
Male/Minor/*/*/*/*	Access to public honors	1	0	0	+00	1	-1
Male/Minor/*/*/*/*	Access to the gymnasium	1	1	1	+++	3	0
Male/Minor/*/*/*/*	Eligibility for public office	0	0	-2	00−	1	-2
Male/Minor/*/*/*/*	Protection from corporal punishment	0	0	-1	00−	1	-1
Male/Minor/*/*/*/*	Right to bodily autonomy	0	0	-1	00−	1	-1
Male/Minor/*/*/*/*	Right to freedom of movement	-1	0	0	−00	1	1
Male/Minor/*/*/*/High	Right to a dowry	0	0	1	00+	1	1
Male/Minor/Free/*/*/*	Right to citizenship	2	0	0	+00	1	-2
Male/Minor/Free/*/*/High	Right to bodily autonomy	0	0	1	00+	1	1
Male/Minor/Free/Native/*/*	Right to bear arms	0	1	0	0+0	1	0
