cell_sig	resource_meta	P1: Classical Greek (500–360 BCE)	P2: Late Classical (354–165 BCE)	P3: Hellenistic & Roman (165 BCE – 205 CE)	trajectory	n_periods_observed	net_drift_p1_to_p3
Male/Adult/Free/Mixed/Resident/*	Eligibility for public office	0	-1	0	0−0	1	0
Male/Adult/Free/Native/*/*	Protection from capital punishment	0	0	-1	00−	1	-1
Male/Adult/Free/Native/*/*	Right to bodily autonomy	0	0	-1	00−	1	-1
Male/Adult/Free/Native/*/*	Right to citizenship	-1	0	0	−00	1	1
Male/Adult/Free/Native/*/High	Right to bodily autonomy	0	0	1	00+	1	1
Male/Adult/Free/Native/Non resident/*	Right to military protection	0	0	1	00+	1	1
Male/Adult/Free/Native/Non resident/High	Right to retain property	-1	0	0	−00	1	1
Male/Adult/Free/Native/Resident/*	Access to public honors	2	-2	0	+−0	2	-2
Male/Adult/Free/Native/Resident/*	Access to religious rites	0	-2	-1	0−−	2	-1
Male/Adult/Free/Native/Resident/*	Access to the gymnasium	1	0	2	+0+	2	1
Male/Adult/Free/Native/Resident/*	Eligibility for public office	8	10	4	+++	3	-4
Male/Adult/Free/Native/Resident/*	Exemption from compulsory public financing	0	1	-1	0+−	2	-1
Male/Adult/Free/Native/Resident/*	Exemption from legal audit	0	1	0	0+0	1	0
Male/Adult/Free/Native/Resident/*	Exemption from manual labor	1	-1	-1	+−−	3	-2
Male/Adult/Free/Native/Resident/*	Political power	4	9	3	+++	3	-1
Male/Adult/Free/Native/Resident/*	Protection from arbitrary banishment	0	2	0	0+0	1	0
Male/Adult/Free/Native/Resident/*	Protection from capital punishment	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/*	Protection from corporal punishment	1	1	1	+++	3	0
Male/Adult/Free/Native/Resident/*	Protection from enslavement	0	3	1	0++	2	1
Male/Adult/Free/Native/Resident/*	Protection from legal prosecution	5	-1	0	+−0	2	-5
Male/Adult/Free/Native/Resident/*	Protection from public libel	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/*	Right to a legal trial	20	8	3	+++	3	-17
Male/Adult/Free/Native/Resident/*	Right to address the assembly	1	-1	0	+−0	2	-1
Male/Adult/Free/Native/Resident/*	Right to adopt	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/*	Right to bear arms	-1	2	-1	−+−	3	0
Male/Adult/Free/Native/Resident/*	Right to bodily autonomy	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/*	Right to burial	-2	1	0	−+0	2	2
Male/Adult/Free/Native/Resident/*	Right to citizenship	2	-2	-1	+−−	3	-3
Male/Adult/Free/Native/Resident/*	Right to dispose of property	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/*	Right to free speech	1	1	0	++0	2	-1
Male/Adult/Free/Native/Resident/*	Right to freedom of movement	-1	2	0	−+0	2	1
Male/Adult/Free/Native/Resident/*	Right to inherit property	1	1	0	++0	2	-1
Male/Adult/Free/Native/Resident/*	Right to own land	-1	-1	1	−−+	3	2
Male/Adult/Free/Native/Resident/*	Right to own property	0	1	0	0+0	1	0
Male/Adult/Free/Native/Resident/*	Right to remuneration for office	3	7	1	+++	3	-2
Male/Adult/Free/Native/Resident/*	Right to reside in the city	-1	0	0	−00	1	1
Male/Adult/Free/Native/Resident/*	Right to retain property	-2	1	1	−++	3	3
Male/Adult/Free/Native/Resident/*	Right to vote in the Ekklesia	3	8	3	+++	3	0
Male/Adult/Free/Native/Resident/High	Access to public honors	0	1	1	0++	2	1
Male/Adult/Free/Native/Resident/High	Access to the gymnasium	0	1	0	0+0	1	0
Male/Adult/Free/Native/Resident/High	Eligibility for public office	4	8	-1	++−	3	-5
Male/Adult/Free/Native/Resident/High	Exemption from compulsory public financing	-3	-4	-1	−−−	3	2
Male/Adult/Free/Native/Resident/High	Exemption from legal audit	0	1	0	0+0	1	0
Male/Adult/Free/Native/Resident/High	Exemption from manual labor	0	-1	1	0−+	2	1
Male/Adult/Free/Native/Resident/High	Exemption from military service	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/High	Exemption from taxes	-1	0	0	−00	1	1
Male/Adult/Free/Native/Resident/High	Political power	0	0	1	00+	1	1
Male/Adult/Free/Native/Resident/High	Protection from arbitrary banishment	0	-2	-1	0−−	2	-1
Male/Adult/Free/Native/Resident/High	Protection from capital punishment	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/High	Protection from public libel	1	0	0	+00	1	-1
Male/Adult/Free/Native/Resident/High	Right to citizenship	0	-1	-1	0−−	2	-1
Male/Adult/Free/Native/Resident/High	Right to own property	0	1	0	0+0	1	0
Male/Adult/Free/Native/Resident/High	Right to reside in the city	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/High	Right to retain own earnings	-1	0	0	−00	1	1
Male/Adult/Free/Native/Resident/High	Right to retain property	-1	-1	-2	−−−	3	-1
Male/Adult/Free/Native/Resident/Low	Eligibility for public office	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/Low	Political power	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/Low	Right to remuneration for office	0	2	0	0+0	1	0
Male/Adult/Free/Native/Resident/Low	Right to vote in the Ekklesia	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/Middle	Access to public honors	0	0	1	00+	1	1
Male/Adult/Free/Native/Resident/Middle	Eligibility for public office	0	2	0	0+0	1	0
Male/Adult/Free/Native/Resident/Middle	Political power	0	-1	0	0−0	1	0
Male/Adult/Free/Native/Resident/Middle	Protection from legal prosecution	0	0	1	00+	1	1
Male/Adult/Free/Native/Resident/Middle	Right to freedom of movement	-1	0	0	−00	1	1
Male/Adult/Free/Native/Resident/Middle	Right to vote in the Ekklesia	0	1	0	0+0	1	0
Male/Elder/Free/*/Resident/*	Political power	1	0	0	+00	1	-1
Male/Elder/Free/Native/Resident/*	Eligibility for public office	0	-1	0	0−0	1	0
Male/Elder/Free/Native/Resident/*	Exemption from compulsory public financing	0	-1	0	0−0	1	0
Male/Elder/Free/Native/Resident/*	Exemption from manual labor	0	-1	0	0−0	1	0
Male/Elder/Free/Native/Resident/*	Right to retain property	0	0	1	00+	1	1
Male/Minor/Free/Native/Resident/*	Access to public honors	1	0	0	+00	1	-1
Male/Minor/Free/Native/Resident/*	Protection from corporal punishment	0	0	-1	00−	1	-1
Male/Minor/Free/Native/Resident/*	Right to bodily autonomy	0	0	-1	00−	1	-1
Male/Minor/Free/Native/Resident/*	Right to free speech	0	0	-1	00−	1	-1
