cell_sig	resource_meta	MORE	LESS	net	essential_axes	essential_axes_list	c_sex	c_age	c_ownership_status	c_ancestry	c_residence	c_wealth	period3
*/*/Free/Native/Resident/*	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Right to free speech	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/*/*	Right to vote in the Ekklesia	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	adult	free	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/Elder/Free/Native/*/*	Right to speak first in assembly	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	elder	free	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	minor	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/*/*	Right to citizenship	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	minor	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/High	Right to inherit property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to marry	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	any	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to bodily autonomy	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to valid professional opinion	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/Low	Right to address the assembly	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	low	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Exemption from taxes	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Protection from public libel	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Right to remuneration for office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to burial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to inherit property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to address the assembly	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to vote in the Ekklesia	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Foreign/*/*	Exemption from taxes	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	foreign	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
Male/Elder/Free/*/*/*	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	elder	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Minor/*/*/*/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	unspecified	unspecified	unspecified	any	P2: Late Classical (354–165 BCE)
Male/Minor/Free/Native/*/*	Right to bear arms	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	free	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Low	Right to remuneration for office	4	0	4	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	low	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to a legal trial	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	any	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from legal audit	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from taxes	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from arbitrary banishment	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Exemption from manual labor	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Political power	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/Resident/*	Right to a legal trial	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/*/*	Access to public honors	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	foreign	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	unspecified	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to a legal trial	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	enslaved	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to remuneration for office	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Exemption from manual labor	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to own property	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Right to remuneration for office	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Political power	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to reside in the city	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	free	unspecified	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/Mixed/*/*	Right to vote in the Ekklesia	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	mixed	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Protection from enslavement	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/High	Eligibility for public office	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Right to reside in the city	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	unspecified	unspecified	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/Elder/*/*/*/*	Exemption from legal audit	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	elder	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Exemption from taxes	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	minor	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Protection from enslavement	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to own property	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/Low	Right to a dowry	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	female	unspecified	free	unspecified	unspecified	low	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Right to a dowry	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Right to bodily autonomy	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	female	adult	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/High	Right to bodily autonomy	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	female	adult	free	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Protection from capital punishment	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/High	Political power	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from arbitrary banishment	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	non_resident	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from capital punishment	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	male	unspecified	unspecified	unspecified	non_resident	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from enslavement	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_wealth	male	unspecified	unspecified	unspecified	non_resident	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/Foreign/*/*	Access to public honors	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	foreign	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/High	Eligibility for public office	1	0	1	5	c_sex, c_age, c_ancestry, c_residence, c_wealth	male	unspecified	free	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Eligibility for public office	5	0	5	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to remuneration for office	5	2	3	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to vote in the Ekklesia	3	0	3	4	c_sex, c_age, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Exemption from manual labor	2	0	2	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Political power	2	0	2	4	c_age, c_ownership_status, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/*/*/*/Middle	Eligibility for public office	2	0	2	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	middle	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Eligibility for public office	4	2	2	4	c_sex, c_age, c_ownership_status, c_residence	unspecified	unspecified	unspecified	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Eligibility for public office	2	1	1	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from enslavement	1	0	1	4	c_age, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/Non resident/*	Protection from arbitrary banishment	1	0	1	4	c_age, c_ownership_status, c_ancestry, c_wealth	unspecified	unspecified	unspecified	unspecified	non_resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Political power	1	0	1	4	c_sex, c_age, c_residence, c_wealth	unspecified	unspecified	unspecified	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to remuneration for office	1	0	1	4	c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	any	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Eligibility for public office	1	0	1	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Middle	Eligibility for public office	1	0	1	4	c_sex, c_age, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	middle	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Political power	1	0	1	4	c_sex, c_age, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to a dowry	1	0	1	4	c_sex, c_ownership_status, c_ancestry, c_residence	female	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Protection from enslavement	1	0	1	4	c_age, c_ownership_status, c_ancestry, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/High	Eligibility for public office	1	0	1	4	c_age, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Right to a legal trial	11	2	9	3	c_sex, c_age, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Political power	3	0	3	3	c_sex, c_age, c_residence	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Protection from enslavement	2	0	2	3	c_age, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to remuneration for office	2	0	2	3	c_sex, c_ancestry, c_residence	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Eligibility for public office	5	4	1	3	c_sex, c_age, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/*/*/*/High	Eligibility for public office	6	5	1	3	c_age, c_ownership_status, c_residence	unspecified	unspecified	unspecified	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/High	Eligibility for public office	1	0	1	3	c_sex, c_age, c_residence	unspecified	unspecified	unspecified	native	unspecified	high	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Political power	5	2	3	2	c_sex, c_age	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to vote in the Ekklesia	2	0	2	2	c_sex, c_age	unspecified	unspecified	free	unspecified	unspecified	unspecified	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/*/*	Eligibility for public office	4	0	4	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to citizenship	3	0	3	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/Native/*/*	Political power	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/Resident/*	Right to vote in the Ekklesia	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	free	native	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from public libel	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to inherit divine covenant	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to military protection	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to professional judgement	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Right to dispose of property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/*	Right to reside in the city	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	unspecified	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to vote in the Ekklesia	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	foreign	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Right to free speech	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Exemption from taxes	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	unspecified	native	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to bear arms	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	enslaved	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to bodily autonomy	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	enslaved	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to own land	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	any	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from legal prosecution	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to own land	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	foreign	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Exemption from manual labor	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Protection from corporal punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/Low	Protection from enslavement	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	unspecified	low	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to remuneration for office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/Low	Right to own land	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	unspecified	unspecified	free	native	resident	low	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/*/*/*	Right to dispose of property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/*/Free/Native/*/High	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	unspecified	free	native	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/*	Right to own property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/*/*/*/Low	Right to a dowry	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	unspecified	unspecified	unspecified	low	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Adult/Free/*/*/*	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Female/Minor/*/*/*/*	Access to education	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	minor	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Protection from corporal punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/*/*	Right to bear arms	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/*/*/Non resident/*	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	unspecified	unspecified	non_resident	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/*/*/High	Access to public honors	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	free	unspecified	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Foreign/*/*	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	free	foreign	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/*/High	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	free	native	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/*/Free/Native/*/High	Right to marry	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	unspecified	free	native	unspecified	high	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Protection from enslavement	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
Male/Adult/Free/*/*/*	Right to retain own earnings	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	unspecified	unspecified	P3: Hellenistic & Roman (165 BCE – 205 CE)
